Formatted ID,Name,State,Owner,Project,Flow State,Creation Date,Acceptance Criteria,Notes,Release,Percent Done By Story Plan Estimate,Percent Done By Story Count,UserStories
US5895036,PVR: Errors Found in QC Part 2 (S.13),,Christine Nguyen,Team: Pega Prefects,Accepted,6/16/2023,Acceptance Criteria:There needs to be a way for a manager to remove an error from an auditors record if it was attributed to the auditor in error 5/23 SV: Nothing happens after trying to click Update the case (CN: from US5466342 Part 1)The error score will be calculated as a percent of total opportunities for error; e.g. total of all errors divided by total opportunities for error 5/23 SV: the percentage showing is wrong (CN: from US5466342 Part 1)errors=number of required fields that were revised during QCopportunities for error=the number of required editable fields in which a user could possibly make an error during the PVR reviewThe errors score will be further broken down by error type as a percent to total errors; e.g. error types=which required editable fields were changed 5/23 SV: the percentage is not showing (CN: from US5466342 Part 1)Each claim has a total of 10 points  (CN: from US5466342 Part 1)Each potential error has a different weight in point: (CN: from US5466342 Part 1) QC Validated Days Supply - 1 pointQC Validated Quantity - 1 pointQC Directions for Use - 1 pointQC Discrepancy Code 1 - 2 pointsQC Discrepancy Code 2 - 2 pointsQC Display Comments - 1 pointQC Preliminary Validated Pharmacy Paid Amt - 2 points   7.  Each report will have the following headers: (see attachment) (CN: from US5466342 Part 1)  a. Auditor Name  b. PVR Case ID  c. Source Environment Number - 7/6 CN - incorrect order  d. Source Environment Name - 7/6 CN - incorrect order  e. Claim Number - 7/6 CN - incorrect order  f. RIP Completed Date (Date Auditor completed the review) - 7/6 CN - incorrect order  g. Auditor Validated QC  QTY  h. QC Reviewer Validated QC  QTY  i. Auditors Days of Supply  j. QC Reviewer Days of Supply  k. Auditor Directions For Use  l. QC Reviewer Directions For use  m. Auditor Discrepancy Code1  n.  QC Reviewer Discrepancy Code1  o. Auditor Discrepancy Code2  p.  QC Reviewer Discrepancy Code2  q. Auditor Discrepancy Comments  r. QC Reviewer DiscrepancyComments  s. Auditor PharmacyAdjustedAmount  t. QC Reviewer ClientAdjustedAmount  u. Error  v. Score  w. Financial Error Count  y. Months QA Average - 7/6 CN - missing on report  x. Review Date - 7/6 CN - missing on report  z. QC Review Date - 7/6 CN - missing on report," 7/6 CN: some of the columns on the report are in incorrect orders. See attached report. 7/13 CN: #1 - Nothing happens after trying to click """"Update"""" Auditor: svalero2 PVR-0723-278. I ran another QC error report and svalero2 case was completely removed.  Even though I only selected """"PharmacyAdjustedAmount"""" as the error type.  QCReviewerName is missing on the report  I've attached a copy of the QC Error Report that need to be verify. @Tirumalasetty Niharika , can we meet so I can walk you through the errors I've noticed? 7/14CN: Updated header on Column S: Auditor PharmacyPaidAmt and column T: QC Preliminary Validated Pharmacy Paid Amt. 7/20 CN: @Tirumalasetty Niharika I'm still unable to remove an error from auditors record. There wasn't any checkbox in the """"status"""" column when selected error type and clicked update. (see attached SnagIt video)Some errors were not populated correctly in the QC Error report. I've reviewed a few cases and put notes in the """"Comments"""" field on the report (attached). 7/26 CN: @Tirumalasetty Niharika Status box was not checked after updating error type (see attached video). 7/27CN: Pass  Are we able to track the error type that was removed from user's record?",,,,
US5240950,PVR: Ready for QC (S.08),,Christine Nguyen,Team: Pega Prefects,Accepted,12/22/2022,"Acceptance Criteria:Once a PVR has been completely reviewed in the status of """"Review in Progress"""", I need the case to route to a QC queue for second level review- 5/23 MR -PassThe PVR status will update to Ready for QC- 5/23 MR-PassWhen a PVR is in No Response status, and the auditor confirms that no response was received (via the drop down menu), then the system will mark the claims to reflect Discrepancy Code 3D (prescription Hard Copy not found) and a full recoupment is recorded- 5/23 MR-PassAfter the system marks the claims as 3D and a full recoupment is recorded, then the status will update to """"Ready for QC""""- 5/23 MR-PassA batch claim findings option is available, similar to DSK.- 5/23 MR- Pass Scenario #1:Given a PVR with documents has been reviewed by a user in the Review in Progress status  When the user is ready to have the PVR go to 2nd level reviewThen user will have a button to submit the PVR to the QC queue Scenario #2:Given a PVR When the PVR has been submitted to the QC queueThen the status will change to Ready for QC Scenario #3: No response confirmed by userGiven a PVR in No Response statusWhen the user confirms that no response was receivedThen the system will issue a 3D discrepancy code and full recoupment is recorded Scenario #4: Update status from no response to ready for QCGiven a PVR in No Response statusWhen the user confirms that no response was receivedThen the status will update to Ready for QC Scenario #5:  A batch claim findings option is available, similar to DSK.Given a PVR is ready for QCWhen the user wants to issue findings for multiple claimsThen PARP will have a """"batch claim findings"""" option/button so that user can work on multiple claims in the PVR at the same time. Acceptance Criteria from US5240953:Only Managers and SuperUsers can pull from the QC queueAuthorization to pull from the QC queue should be configurable SuperUsers and ManagersQC'ers will have access to the following information for each caseAudit IDAuditor's nameClaim numberRx NumberFilled DateDrug NameQuantity FilledValidated QuantityDay SupplyValidated Day SupplyDiscrepancy Code 1Discrepancy Code 2Discrepancy CommentsOver Payment AmountApproved Amount PaidClient Due AmountCarrierMember NamePrescriber NPIPrescriber Last NameThe QC'er will have access to the records (hard copies, etc.) submitted  by the pharmacyThe QC'er will have the ability to enter QC commentsThe QC'er will have the ability to approve the QCOnce the QC is approved, the case will move to results letter generationThe QC'er should have the ability to review the results letter before it is sentA QC'er is not able to QC their own PVR Scenario #1: Access to QC queueGiven cases in the QC queueWhen a user tries to access the queueThen only user who are authorized can access the queue Scenario #2: QC access is configurable by the businessGiven the need to grant or revoke a user's access to the QC queueWhen the business needs to make the changeThen the system will allow it Scenario #3: Fields visible to QC'erGiven cases in the QC queueWhen the QC'er accesses cases in the queueThen they can see the following information for each caseAudit IDClaim numberRx NumberFilled DateDrug NameQuantity FilledValidated QuantityDay SupplyValidated Day SupplyDiscrepancy Code 1Discrepancy Code 2Discrepancy CommentsOver Payment AmountApproved Amount PaidClient Due AmountCarrierMember NamePrescriber NPIPrescriber Last Name Scenario #4: Access to records from the QC queueGiven cases in the QC queueWhen the QC'er accesses cases in the queueThen they will have access to the records submitted by the pharmacy for that PVR case Scenario #5: QC CommentsGiven cases in the QC queueWhen the QC'er accesses cases in the queueThen they can enter comments regarding the QC of that PVR case Scenario #6: QC approvalGiven cases in the QC queueWhen the QC'er accesses cases in the queueThen they can approve the PVR case from the QC queue Scenario #7: Letter Generation after QC approvalGiven cases in the QC queueWhen the QC'er approves the QCThen the case will move on to results letter generation Scenario #8: Letter preview after QC approvalGiven cases in the QC queueWhen the QC'er approves the QCThen the QC'er will be able to preview the results letter before it is sent Scenario #9: A QC'er is not able to QC their own PVR -  6/8 CN: passGiven cases in the QC queueThe QC'er is unable to QC their own casesBased on their MSID","  3/31/2023 AG:  Added that we need to have batch claim findings option.4/6 JS per PEGA team, add acceptance criteria from US 5240953 to this US (added below)5/23 MRValidated fields are not visible until after QC. For DSK when the case is in ready for QC the validated qty's and discrepancy codes, etc. are populated Able to open and start the QC process as an Auditor. Should only allow SuperUsers and Managers to be able to QC. QC Validated Days Supply populates Text instead of number QC Discrepancy comment did not auto populate after selecting a HotKey code3D is not auto populating QTY, DS and QC Paid amount. QC validated QTY shows needed even though it has been filled.    5/24 JS-During review,, the auditor entered a discrepancy code  of 2X, During QC it was updated to N but the original Audit comments were retained and the results letter has the incorrect discrepancy comments but the correct description (the discrepancy comments on the results letter belong to code 2X but the description belongs to N.   6/1 AG:  per previous discussion, PVR only needs QC pass/fail at the claim level and not at the case level.6/2: @Christine Nguyen updated code deployed into UAT kindly check let me know if see any issues 6/6 CN: Discrepancy code was changed to 2W (Quantity) from N (No discrepancy) during QC.  The hot key was also updated to 2W, but the discrepancy comments on the results letter remained the same """"No Discrepancy identified"""" for """"N"""".  6/7 AG:  @Chavala Malleswararao , PVR-855 Maria Rivera and PVR-625 Sabrina Valero were able to QC their own work.    Please see scenario #9 below. - 6/8 CN: pass 7/7 SV: PVR-0723-278 and PVR-0723-912 are missing the AuditComments portion when doing Ready for QC 7/11CN: Pass (see note from 7/11 below)  7/11 CN: AuditComments is available in Ready for QC. ",,,,
US5765946,PVR: Ability to Skip QC for Violation for Code 3D (S.11),,Jennifer Salazar,Team: Pega Prefects,Accepted,5/11/2023,"Acceptance CriteriaI need to be able to designate which user's cases can bypass QC when the results for all claims within the case are 3DI need to be able to modify which users' cases go to QC and which users' cases bypass QC when the findings for the case are 3DFor a user whose 3D violation case can bypass QC, Once the user submits the findings from review in progress, I need the user to be taken to the Pharm Contact Screen to request, preview, and generate the results letter Once the results letter is sent, the case should go to Ready for FAFR 6/9/23 JS PassIf the pharmacy is found on the No PVR Results Letter BMT, then the user will not be taken to the screen to send the letter and the status will move to Ready for FAFR 6/9/23 JS PassOnly onshore and offshore managers can designate which users cases can bypass QC.[05/18 Jeni] 6/9/23 JS Pass","6/5/2023 AG:  If the case has multiple claims, the case can only skip QC if all the claims in the case are deemed as discrepancy code 3D.   6/9/23 JS Passed6/8/2023 JS: @Chavala Malleswararao  Validation for ensuring only a valid MSID is entered into the BMT is not working:6/9:valid MSID is fixed please revalidate 6/9/23 JS passed for +Add Record  @Chavala Malleswararao  When I try to request the letter I get an error 6/9/23 JS I retested this claim and I was able to Request and Preview the letter but when I tried to Generate the letter I get the same message as below; also retested with a couple of newer cases and got same message; 6/12/23 JS Re-tested with same result. PVR 1621 and PVR 1946, see video attached for PVR 1946@Jennifer Salazar  :6/16 please revalidate let us know if you still face same issue .  6/16JS Pass  6/9/23 JS @Chavala Malleswararao I am unable to update the BMT via export/import. I am trying to add cnguy17. When i have both skip validation boxes checked it fails 6/9/23 Pass but user has to remember to uncheck all skip validation boxes for it to work properly  When I hit Finish, it added 2 blank lines to the BMT I tried it again by unchecking the 1st skip validation box it shows it is successful but the record does not get get added to the BMT and it adds another blank row",,,,
US5774679,PVR: Preliminary Overpayment Amount Defaults to $0 When Discrepancy Code is N (S.12),,Jennifer Salazar,Team: Pega Prefects,Accepted,5/15/2023,"Acceptance Criteria:From the Review in Progress or QC Screens, when the discrepancy code entered is """"N"""" the system should default to $0 in the Preliminary Overpayment Amount field  6/16JS PassScenario #1:Given an auditor enters a discrepancy code for a claim as """"N"""" No FindingsThen the system should auto-populate the Preliminary Overpayment Amount field with $0","6/1/23 CN: already functional in QC screen 6/13/23 JS @Neelarapu Vidya When I entered discrepancy code """"N"""", it zeroed out the Validated Quantity and Validated Day Supply and Preliminary Validated Pharmacy Paid Amount. The requirement for this story was only to zero out the Preliminary Overpayment Amount, not the other fields.6/13/2023 @Jennifer Salazar 6/14 JS @Neelarapu Vidya I retested and the payment fields are still flip flopped. The Preliminary Overpayment Amount should be $0 and the Preliminary Validated Pharmacy Paid Amt should be $5121.61 6/16 JS if the discrepancy code was originally N and overpayment amount had auto-populated with $0, if a user changes the code to a different discrepancy code, then the system  will wipe out the payment fields so a user will have to manually input the data 6/16 JS @Neelarapu Vidya Did not pass. I changed the discrepancy code from N to 1H and it did not wipe out the payment fields, they stayed as they were when the N had been entered. Also, when I changed the discrepancy code from N to 1H, it retained the discrepancy comments from N and added the comments from 1H; the test was done before and after saving """"N"""" and also after submitting the """"N"""" and trying to change it in QC with the same result 6/19 JS @Neelarapu Vidya I tested this from the Review in Progress screen and the QC screen. From the Review in Progress screen, I initially entered """"N"""" and saved and then changed it to """"1A"""". I did wipe out the Preliminary Validated Pharmacy Paid Amt and Preliminary Overpayment amount so it is functioning properly. However, when I tested it in QC and changed the discrepancy code from """"N"""" to """"1A"""" it did not  wipe out the payment fields so it is not functioning as expected in QC. Also, the old discrepancy comments are still being retained when the code is discrepancy code is changed so I will submit a new task for that. 6/26 JS @Neelarapu Vidya I tested in QC and it is still not working properly. I tried updating the discrepancy code from N to several different discrepancy codes and the overpayment field dot not revert back to the original dollar amount. Only when I chose 3D did it revert back to the original dollar amount. And then when I tried to switch from 3D back to N the dollar amount did not change back to $0. I attached a video  6/30 JS: Spoke with Vidya and went through the criteria for QC when the code is changed from N to a different code (any code except 3D) then the QC Preliminary Validated Pharmacy Paid Amt * field should be wiped clear so the QC reviewer is forced to enter a dollar amount before they can proceed. If we do not wipe it clear we risk the QC reviewer forgetting to make adjustments to the amount and the case may have the wrong recovery amount. 7/11 JS Passed  7/3 JS @Neelarapu Vidya I sent you an email with findings from my testing. Please let me know if you want to meet with me on Wednesday to go through it together so I can show you what I am seeing on my end.7/11 JS @Neelarapu Vidya This is functioning as intended, thank you!   ",,,,
US5866301,PVR:  Hot Key and QC (S.13),,Ashlee Guillermo,Team: Pega Prefects,Accepted,6/7/2023,"During Review in Progress, if the discrepancy code hot key is updated (whether it is Hot Key 1 or Hot Key 2), the previous comments that were populated should be removed and replaced with the new discrepancy comments that correlate with the updated hot key(s).  For instance, if a user initially chose Hot Key 1 as """"N"""" and then updated the Hot Key 1 as """"1N"""", the initial comment of """"No discrepancy identified"""" should be removed and replaced with """"Incorrect Days Supply:  Submitted Days Supply on Claims is Incorrect.""""  The same logic should apply if the change was made to Hot Key 2.  7/6 AG:  PASS; once the discrepancy code 1 or 2 changes, all the comments are cleared out and user needs to reselect the hot keys again.  This is acceptable.During the QC review, if the QC discrepancy code hot key is updated (whether it is QC Hot Key 1 or QC Hot Key 2), the previous comments that were populated should be removed and replaced with the new discrepancy comments that correlate with the updated hot key(s).  For instance, if a reviewer initially chose Hot Key 1 as """"N"""" and then the person doing the QC updated the QC Hot Key 1 as """"1N"""", the initial comment of """"No discrepancy identified"""" should be removed and replaced with """"Incorrect Days Supply:  Submitted Days Supply on Claims is Incorrect."""" The same logic should apply if the change was made to QC Hot Key 2.  7/6 AG:  PASS; once the discrepancy code 1 or 2 changes, all the comments are cleared out and user needs to reselect the hot keys again.  This is acceptable.Anytime a user completely removes a Hot Key 1 or 2 OR QC Hot Key 1 or 2 (for example, reverts back to """"Select""""), then the comment that correlates to the Hot Key will be removed from the comments. 7/6 AG:  PASSIn Scenarios 1-3 above, the user must still be able to make modifications to the comments manually such as manually deleting the comments or adding/removing characters or words.The Hot Key 1 must be a required selection field. 7/6 AG:  PASSEach claim QC field must be required (e.g., select Pass or Fail) before a QC user can click on submit to move the case.7/6 AG:  PASS","6/30 JS Spoke with Naga about a proposed solution. They are not able to wipe out only the comment of the code that was changed so the plan is that if user changes one of the discrepancy codes (either 1 or 2) then all comments will be wiped clear and they have to select both Hot Keys (the one that was changed and the one that was not changed) in order to re-populate the correct comments before they can move on. I gave him the go-ahead to proceed as this seems to be the best option available to us and will assure we have the correct comments in the PVR and on the letter.  7/3 JS @Chavala Malleswararao  I changed Discrepancy Code 1 and it did wipe out the comments for both code 1 and 2 but it let me save without selecting Hot Key 2. Since there is a discrepancy code in the Discrepency Code 2 filed, then selecting the Hot Key 2 should be required before user can saveLikewise, I deleted the discrepancy code from Discrepancy Code 2 field and it did erase the comments but again it let me save without requiring me to select the Hot Key 1 From the QC screen if I change one of the discrepancy codes it does not wipe out the other Hot Key, It only wipes out the one that was changed. Please see 2 attached videos. 7/5:@Ashlee Guillermo updated code moved to UAT please revalidate and kindly let us know if still face issue.  7/5 JS @Chavala Malleswararao Please see video. When I changed the hotkey for discrepancy code 2 during review in progress, it did not remove the previous comments, instead it added a 3rd commentFrom the QC screen I changed discrepancy code 1 and it let me save and submit without selecting hot key 2, please see video. It also let me submit the QC without selecting pass or fail7/6:CN: Please revalidate US.   ",,,,
US5459957,PVR: RightFax Testing and Integration (S.08),,Jennifer Salazar,Team: Pega Prefects,Accepted,2/27/2023,"Outbound Success:Once the PVR case letter has been reviewed, the system will pull the letter from PARP NAS location  and send via Enterprise RightFaxRightFax will refer to Pharmacy Contact Preference BMT or pharmacy detail tab for the fax numberThe status will be update to Init/Reminder/Results Pending Fax once the fax was sent and waiting for acknowledgement PassOnce the fax has been sent successfully, the status will be update appropriately:Init Pending Fax -> Init Waiting for Response PassReminder Pending Fax -> Final Waiting for Response PassResults Pending Fax -> Ready for FAFR Could not validate 6/1 JS Pass Fulfillment in Correspondence section - Capture date/time fax, have success or failure & number of pages I see date/time and success but not number of pages; 5/23 MR - Number of pages shows in Review in Progress and Ready for QC status, but does not show in Init Waiting for Response  or Ready for FAFR status; 6/1 JS Number of pages only displayed in some statuses but not all (ex PVR 479, no number of pages  displayed) 6/16 JS PassOnce faxes are sent, we want to be able to see how many total pages vs how many were successfully sentIf number of total pages vs sent pages does not match, we need the status column to say “Incomplete” Could not validate (5/22 kp need to check with rightfax team) 06/15 this is complete. 6/16JS Team will try and force the total pages to be different from the sent pages so we can test this 6/19 JS PassIf number of total pages vs sent pages does match, we need status column to say “Success”  PassIf fax completely fails, the Status column will say “Failed” Pass Inbound Success:When records are received from the pharmacy the system will recognize the QR code on the letter and attach the records to the associated PVR in PARP (covered in US5240941 - Documentation Received from Pharmacy) PassIf fax barcode is successfully read the fax will be systematically sent to the Fax Archive folder Passed in UAT                                                                                                                                                                                         Any/All fax attachments will be stored here for UAT:  \\nasv0048\Pharmacy_Network_Audit_NAS\PVR\PARP\FxArc\UATAny/All fax attachments will be stored here for Prod:  \\nasv0048\Pharmacy_Network_Audit_NAS\PVR\PARP\FxArc\PROD                                                                                                                                   Outbound Failures:If the fax failed, the system will make 2 additional attemptsIf the fax failed after 3 attempts, then the PVR case will be move to the Corr Failed queue (Init/Reminder/Results) PassOnce the count of the PVR in the Corr Failed Queue reaches a certain % threshold, then I need the system to alert the Onshore and Offshore PVR Manager and Super User roles in PARP - pop up screen will display in any screen you are in within PARP (email is a back-up if you are not in PARP; daily % failed in each status (init, reminder, results)   Pass                                                                                                     """"ALERT!! Init Corr Failed Queue is at 20% failure rate"""" 5/23 EH Pass (at 10% Threshold)""""ALERT!! Reminder Corr Failed Queue is at 20% failure rate"""" 5/23 EH Pass (at 10% Threshold)""""ALERT!! Results Corr Failed Queue is at 20% failure rate"""" 5/23 EH Pass (at 10% Threshold)The % threshold should be configurable for each Corr Failed Queue (need a separate user story for this, if not already written) Can this just be hard coded and we would update it with an IT requestA notification email to send to PVR team mailbox (ORXPVR@optum.com) when the PVR cases are in all Corr Failed queue. Have both pop-up and email. An email only when the threshold exceeds a specific value """"ALERT!! Init Corr Failed Queue is at 20%failure rate"""" (send alert at 1PM ET) Pass 5/23 EH- Never received email (at 10% Threshold). Last Init Corr Failed email was received on 5/8. 6/1 JS Pass""""ALERT!! Reminder Corr Failed Queue is at 20% failure rate"""" (send alert at 3PM ET)  Could not validate  5/23 EH- Never received email (at 10% Threshold) 6/1 JS Pass""""ALERT!! Results Corr Failed Queue is at 20% failure rate""""  (send alert at 8PM ET)   Could not validate  5/23 EH- Never received email (at 10% Threshold)    6/1 JS Pass                                                                                                                                                                                     System will send a notification alert in PARP when the all Corr Failed Queue are at the specific threshold:                                              """"ALERT!! Init Corr Failed Queue is at 20% failure rate"""" Could not validate         6/1 JS Pass                                                                                                                                                                         """"ALERT!! Reminder Corr Failed Queue is at 20% failure rate""""  Could not validate  6/1 JS Pass                      """"ALERT!! Results Corr Failed Queue is at 20% failure rate""""  Could not validate  6/1 JS PassInbound Failures:If the fax is sent without  barcode or the barcode can't be read, the fax will need to be systematically sent to a specified folder (There will be a separate US for NAS folders).   Failed attachments will be sent to:  \\nasv0048\Pharmacy_Network_Audit_NAS\PVR\PARP\Failed Attachments\UAT   AND     \\nasv0048\Pharmacy_Network_Audit_NAS\PVR\PARP\Failed Attachments\PROD ((covered in US5240941 - Documentation Received from Pharmacy.     Passed in UAT                                                             ","From Peter on 04/10 basic steps to consider while testing: Below are the basic steps involved for testing outbound and inbound faxes. All inbound would involve sending test faxes to the (Designated ) number and looking for the correct arrival location NAS ETC.  and also that the copy is correct if you intend creating of a copy .Outbound would involve setting up a control file and insuring the correct operation when dropped on the NAS .The two things to monitor are ..When the control file is dropped in approx. one minute a fax should arrive at the required destination .The notification should be checked at the correct location also look for  correct status etc. It is desirable to also send some  faxes to bad numbers which don’t get sent so you need to check forThe correct status again .Any scenario where a fax is sent and no notification arrives needs to be investigated and resolved. 4/17 CN: updated failure rate at 20% and alert time: """"ALERT!! Init Corr Failed Queue is at 20%failure rate"""" (send alert at 1PM ET)""""ALERT!! Reminder Corr Failed Queue is at 20% failure rate"""" (send alert at 3PM ET)""""ALERT!! Results Corr Failed Queue is at 20% failure rate""""  (send alert at 8PM ET)   4/19 CN: Per Dev Team, added notification alert in PARP (#6 under Outbound Failures)     5/9: Inbound FAX numbersPVR UAT: 844-732-5919PVR PROD: 855-202-6328 5/23 AG:   @Vineeth Yerramsetti, @Gowlikar Neeraj Lal  this example shows 10 pages sent but only 3 were sent @ ",,,,
US5774807,PVR: Email Group Mailbox When Records are Received and Case is not in Waiting for Response Status,,Jennifer Salazar,Team: Pega Prefects,Accepted,5/15/2023,"Acceptance Criteria:If case is not in a “waiting for response” status, when new records are received an email will be sent to the assigned auditor if any (existing feature) AND to a group mailbox to notify them a response was received.  orxpvr@optum.com Scenario #1When a response attaches to a case in PARP, if the audit is not expecting a response, a system email is sent to the assigned auditor if any (existing feature) and to the PVR group mailbox to alert the team that a response has been attached but audit/case has not moved; (this is an existing process for responses automatically attached from received faxes for DSK. ) Pass",6/2 JS This can be accepted once it is moved to Complete. Emails are showing up in the Group mail box,,,,
US5240942,PVR: Manager or Superuser Manually Assigning/Reassign PVR to an Auditor,,Christine Nguyen,Team: Pega Prefects,Accepted,12/22/2022,"Acceptance Criteria:As a Manager and SuperUser, the system will allow me to reassign cases to different auditors at any timeThe system will allow me to move a single case or multiple cases to a new auditor at any timeThe system will remove it from the original auditors work basket and move it to the new auditor work basket when prompted by the manager or SuperuserThe system will require a comment to be left when moving a case from one auditor to another auditor in the systemThe system will retain all previous action taken on the case when it is moved from one auditor to anotherThe system will retain the original due dates when the case is moved from one auditor to anotherThe system will not allow a manager or Superuser to assign offshore restricted work to any user with an offshore secure roleThe system will not allow a manager or Superuser to assign QC to any user with an auditor secure role  Scenario #1: Manager is able to reassign casesGiven a PVR case is assigned to an auditorWhen there is a need to reassign a case to another auditorThen the system will allow the manager to move the case to a new auditor at any time Scenario #2: Moving a single case or multiple cases to a different auditorGiven cases need to be reassigned to a different auditorWhen the manager needs to move casesThen the system will allow them to move a single case or multiple cases at one time Scenario #3: Moving a case from one auditor to anotherGiven a case is assigned to an auditorWhen the manager prompts the system to move the case(s)Then the system will remove the case(s) from the original auditor's work basket  and move it to the new auditor's work basket Scenario #4: Comment when reassigning casesGiven a case reassigned to a different auditorWhen the case is reassignedThen the system will require a comment to be entered Scenario #5: Retaining previous actions when case is reassignedGiven a case is reassignedWhen the case is reassignedThen the system will retain the information of all previous actions taken on the case Scenario #6: Retaining  the original due date on a reassigned caseGiven a case is reassignedWhen the case is reassignedThen the system will retain the original due date when the claim is moved from one auditor to another Scenario #7: Notice to manager who is trying to assign Offshore restricted work to an offshore employeeGiven a manager is assigning or reassigning workWhen the manager attempts to assign offshore restricted work to an offshore employeeThen the system will display to the manager that a case(s) is offshore restricted so the manager can unselect the restricted case(s) and reassign that case to an onshore user Scenario #8: Preventing offshore restricted work from being assigned to an offshore employeeGiven a manager is assigning or reassigning workWhen the manager attempts to assign offshore restricted work to an offshore employeeThen the system will not allow the work to be assigned to the offshore employee and an error message will display Scenario #9: Preventing an auditor from being assigned QC workGiven a manager is assigning or reassigning workWhen the manager attempts to assign QC work to a user with an auditor secure role (UPDATED 2/27AG:   Clarify that QC work = Ready for QC and Results Pharm Contact statuses)Then the system will display an error message and prevent the QC to be assigned to the auditor **5/5 JS: it was ntoiced in UAT that an auditor (onshore and offshore) are able to assign work to others. This was to be limited to Managers and Superusers but we will hold off on reporting it as a defect for now in case we decide to keep this functionality. Interrelated User Stories:Audit Timeframe Due DateLeader DashboardWork Landing PageWorklist Status",2/17 JS added requirements to prevent offshore restricted work being assigned to offshore employees and requirements to restrict QC from being assigned to an auditor. 5/5 JS: it was ntoiced in UAT that an auditor (onshore and offshore) are able to assign work to others. This was to be limited to Managers and Superusers but we will hold off on reporting it as a defect for now in case we decide to keep this functionality.,,,,
US5240978,PVR: Manager Dashboard (S.03),,Christine Nguyen,Team: Pega Prefects,Accepted,12/22/2022,"See attached file for mock-upAcceptance Criteria: When a manager launches the PVR PARP system, it takes them to a manager dashboard I will be able to drill down in each section for more details I will see a work queue section that displays the number of New PVR cases  I can drill down in the New PVR Cases Work Queue and see the Status Summary The Status Summary will display the number of Cases in that Status When I drill down in the Status Summary the Cases in that Status will be listed in a tableTable Headings will be: Case ID Pharmacy Name Pharmacy NCPDP Case Origination Status Days in Status Offshore Restricted ML Rank Chain Code I will see a PVR Stages section which will list out the different stages: Initiation; Records Received; Financial Recovery I can drill down in each PVR Stage and see the Worklist Status Summary section that lists all the statuses in each PVR Stage Next to each Worklist Status will be the number of PVRs in that Status I will see a Team members section that will list all team members (including leadership) on the PVR Team Next to each team member will be the number of PVRs assigned to that person (in their My Worklist dashboard) I can drill down at the employee level to see all of the details of the PVR assigned to that employeeTable Headings will be: Case ID Pharmacy Name  Current Operator Assigned Auditor Due Date Status Days in Status Offshore Restricted ML Rank Chain Code When I drill down in the Worklist Status summary the PVRs in that Worklist Status will be listed in a tableTable Headings will be: Case ID Pharmacy Name  Current Operator Assigned Auditor Due Date Status Days in Status Offshore Restricted ML Rank Chain Code When I hover over the different Worklist Statuses the definition of the status is displayed I am able to sort and filter the columns in the tables ","2.8 JS: @Tirumalasetty Niharika We have attached a file with the list of statuses we want displayed on the manager dashboard (column F) and also which statuses we think a manager may need to assign. 2.9 JS: @Tirumalasetty Niharika I update the file with which statuses a manger can assign2/22 AG:  @Tirumalasetty Niharika It is OK to display the pharmacy name, pharmacy NCPDP, current operator, due date, assigned auditor, status, days in status, and chain code for offshore managers (verified with Optum Compliance). ",,,,
US5400287,"PVR: Refresh, Assign, Cancel Audit Actions",,Jennifer Salazar,Team: Pega Prefects,Accepted,2/9/2023,"Refer to Actions Drop Down tab on attachment for actions needed for each audit status screen.An """"x"""" for an action indicates the action needs to be applied to the status in PVRBlank for an action indicates the action does not need to be copied or added for the audit status screen for PVREach added action has the same functionalities as DSK/OSE.Each copied/added action takes the user to a screen with the same layout as its equivalent action in DSK/OSEEach copied/added action takes the user to a screen with the same type of information as its equivalent action in DSK/OSEEach copied/added action takes the user to a screen with the same functionalities as its equivalent action in DSK/OSEAs part of the Cancel Audit action, the Resolved-Cancelled audit status from DSK will be copied for PVRThe Assign and Cancel Audit actions should be limited to Managers and SuperUser (added by CN on 2/28)If an audit is canceled then a comment is requiredThe system will not allow a manager to assign offshore restricted work to any user with an offshore secure roleThe system will not allow a manager to assign QC to any user with an auditor secure role**5/5 JS: it was ntoiced in UAT that an auditor (onshore and offshore) are able to assign work to others. This was to be limited to Managers and Superusers but we will hold off on reporting it as a defect for now in case we decide to keep this functionality. For criteria 11 and 12Scenario: Preventing offshore restricted work from being assigned to an employee with an offshore secure roleGiven a manager is assigning work from Audit ActionsWhen the manager attempts to assign offshore restricted work to an offshore employeeThen the system will display an error message and prevent the restricted case from being assigned offshore Scenario: Preventing an auditor from being assigned QC workGiven a manager is assigning work from Audit ActionsWhen the manager attempts to assign QC work to a user with an auditor secure roleThen the system will display an error message and prevent the QC to be assigned to the auditor","2.9 JS: See Actions Drop-Down tab off attached file2/17 JS added requirements to prevent offshore restricted work being assigned to offshore employees and requirements to restrict QC from being assigned to an auditor.2/28 CN - Add SuperUser to have the ability to """"Cancel"""" PVR Case. Will accept but if we can see another demo to ensure SuperUser role will be able to """"cancel"""" PVR case. 5/5 JS: it was ntoiced in UAT that an auditor (onshore and offshore) are able to assign work to others. This was to be limited to Managers and Superusers but we will hold off on reporting it as a defect for now in case we decide to keep this functionality. ",,,,
